Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng
"Đối với đơn thư của khách hàng gửi đến bộ phận giao dịch, lãnh đạo đơn vị phải có ý kiến chỉ đạo giải quyết chậm nhất sau thời gian bao lâu?","Trong thời gian 01 ngày làm việc.","Trong thời gian 03 ngày làm việc.","Trong thời gian 05 ngày làm việc.","Trong thời gian 07 ngày làm việc.","A"
"EVNHANOI khuyến khích khách hàng đăng ký dịch vụ về điện bằng hình thức trực tuyến qua các kênh tiếp nhận nào?","Cổng Dịch vụ công Quốc gia, Website/App EVNHANOI CSKH, Email, Chatbot","Website/App EVNHANOI CSKH, Email, Zalo, Chatbot","Gọi điện thoại tới Trung tâm Chăm sóc khách hàng qua Tổng đài 19001288","Gửi văn bản qua đường bưu điện","A"
"Quy định thời gian Công ty Điện lực giải quyết dịch vụ cấp điện mới trong trường hợp phải trồng dựng thêm cột/cáp ngầm/lắp đặt máy biến dòng điện?","Không quá 03 ngày làm việc kể từ ngày tiếp nhận đủ hồ sơ yêu cầu của khách hàng","Không quá 04 ngày làm việc kể từ ngày tiếp nhận đủ hồ sơ yêu cầu của khách hàng","Không quá 05 ngày làm việc kể từ ngày tiếp nhận đủ hồ sơ yêu cầu của khách hàng","Không quá 07 ngày làm việc kể từ khi tiếp nhận đầy đủ hồ sơ theo quy định","D"
"Khách hàng yêu cầu cấp điện mới mà tại địa chỉ yêu cầu lắp đặt chưa có lưới điện phân phối thì Công ty Điện lực phải có xác nhận của cơ quan có thẩm quyền nào?","Cơ quan Điều tiết điện lực","Chính quyền địa phương","Cục Điện lực hoặc Cơ quan được ủy quyền","Chính quyền địa phương hoặc Cơ quan có thẩm quyền","C"
"Khi có nghi ngờ thiết bị đo đếm không chính xác, Bên mua điện có quyền yêu cầu Bên bán điện kiểm tra thiết bị đo đếm, Thời gian cung cấp dịch vụ là bao lâu?","02 ngày làm việc","03 ngày làm việc","04 ngày làm việc","05 ngày làm việc","B"
"EVNHANOI cam kết gì với khách hàng?","Khách hàng là đại sứ thương hiệu của chúng tôi","Khách hàng là sự tồn tại của chúng tôi","Làm hài lòng khách hàng là trách nhiệm của chúng tôi","Làm hài lòng khách hàng là nghĩa vụ của chúng tôi","D"
"Trình tự thực hiện để giải quyết kiến nghị, phản ánh của khách hàng về chỉ số công tơ, tình trạng hoạt động của công tơ, hóa đơn tiền điện?","Đến gặp trực tiếp khách hàng, sử dụng các thiết bị chuyên dùng thực hiện kiểm tra tình trạng hoạt động thực tế của công tơ","Gọi điện thoại giải thích với khách hàng","Thực hiện kiểm tra thông tin sử dụng điện của khách hàng. Gọi điện thoại hẹn khách hàng ngày giờ kiểm tra, thực hiện sử dụng các thiết bị chuyên dùng thực hiện kiểm tra tình trạng hoạt động thực tế của công tơ.","Đến gặp trực tiếp khách hàng, sử dụng các thiết bị chuyên dùng thực hiện kiểm tra tình trạng hoạt động thực tế của công tơ hoặc Gọi điện thoại giải thích với khách hàng","C"
"Chỉ được phép vào nhà, trụ sở, địa điểm, ... phạm vi thuộc quyền quản lý của khách hàng khi?","Nhân viên kiểm tra đã xuất trình đầy đủ các giấy tờ cần thiết và được sự đồng ý của khách hàng","Chỉ cần gọi điện cho khách hàng biết","Trực tiếp vào nhà, trụ sở, địa điểm, ... phạm vi thuộc quyền quản lý của khách hàng sau khi đã thông báo ngày giờ kiểm tra cho khách hàng","Không cần sự đồng ý của khách hàng","A"
"Khi thực hiện liên lạc với khách hàng, nhân viên điện lực sử dụng hình thức nào để liên lạc?","Sử dụng nhắn tin SMS, Zalo để liên lạc với khách hàng","Sử dụng cuộc gọi định danh để liên lạc với khách hàng. Khi liên lạc phải nói rõ ràng, mạch lạc và đúng mẫu câu theo quy định","Gọi điện thoại trực tiếp đến số điện thoại của khách hàng","Có thể dùng bất kỳ hình thức liên lạc nào","B"
"Quy định thời gian giải quyết thông tin phản ánh Khách hàng qua mạng xã hội và báo đài?","trong vòng 01 giờ đối với tin bất lợi, 12 giờ đối với tin kinh doanh)","trong vòng 02 giờ đối với tin bất lợi, 12 giờ đối với tin kinh doanh)","trong vòng 04 giờ đối với tin bất lợi, 24 giờ đối với tin kinh doanh)","trong vòng 06 giờ đối với tin bất lợi, 24 giờ đối với tin kinh doanh)","C"
"Cập nhật lịch ngừng, giảm cung cấp điện có kế hoạch trên OMS tối thiểu trước bao nhiêu ngày?","07 ngày","05 ngày","03 ngày","01 ngày","B"
"Nếu thay đổi hủy bỏ hoặc bổ sung lịch ngừng, giảm cung cấp điện đã có kế hoạch trên OMS, phải cập nhật điều chỉnh trước bao lâu?","12 giờ","24 giờ","36 giờ","72 giờ","B"
"Các dịch vụ điện cung cấp tới khách hàng qua Website/App EVNHANOI?","Dịch vụ mua điện: Mua điện hạ áp, Mua điện trung áp","Dịch vụ đăng ký mua điện, Dịch vụ trong quá trình thực hiện hợp đồng, Dịch vụ tra cứu và thanh toán hóa đơn, Dịch vụ tra cứu thông tin","Dịch vụ tra cứu và thanh toán hóa đơn: Dịch vụ tra cứu thông tin, Dịch vụ tra cứu và thanh toán hóa đơn","Dịch vụ mua điện: Mua điện hạ áp, Mua điện trung áp; Dịch vụ điện trong quá trình thực hiện hợp đồng; Dịch vụ tra cứu và thanh toán hóa đơn: Dịch vụ tra cứu thông tin, Dịch vụ tra cứu và thanh toán hóa đơn","B"
"Các phương pháp tiếp nhận các phản hồi của khách hàng về dịch vụ như?","Lắng nghe phản hồi của khách hàng qua mạng xã hội","Trao đổi cởi mở với khách hàng về sản phẩm dịch vụ","Nhắn tin, gọi điện thoại chăm sóc và nhận phản hồi của khách hàng","Lắng nghe phản hồi của khách hàng qua mạng xã hội; Trao đổi cởi mở với khách hàng về sản phẩm dịch vụ; Nhắn tin, gọi điện thoại chăm sóc và nhận phản hồi của khách hàng","D"
"Các nội dung trao đổi với khách hàng được lưu trữ điện tử, phân tích, đánh giá chất lượng cung cấp dịch vụ thông qua các chỉ số đo lường, bao gồm?","Mức độ hài lòng khách hàng (CSAT-Customer Satisfaction)","Chỉ số đo lường sự trung thành khách hàng (NPS-Net Promoter Score)","Chỉ số về mức độ tiện lợi dễ dàng mà khách hàng cảm nhận (CES-Customer Effort Score)","Mức độ hài lòng khách hàng (CSAT-Customer Satisfaction); Chỉ số đo lường sự trung thành khách hàng (NPS-Net Promoter Score); Chỉ số về mức độ tiện lợi dễ dàng mà khách hàng cảm nhận (CES-Customer Effort Score)","D"
"Đối với các phản ánh qua các phương tiện truyền thông (báo, đài truyền thanh, truyền hình,…) liên quan đến quá trình cung cấp dịch vụ điện thuộc phạm vi quản lý, đồng thời gửi báo cáo cấp trên (nếu có yêu cầu).","Giám đốc Đơn vị Điện lực tổ chức xác minh và trả lời bằng văn bản trong thời gian 4h","Giám đốc Đơn vị Điện lực tổ chức xác minh và trả lời bằng văn bản trong thời gian 12h","Giám đốc Đơn vị Điện lực tổ chức xác minh và trả lời bằng văn bản trong thời gian 48h","Giám đốc Đơn vị Điện lực tổ chức xác minh và trả lời bằng văn bản trong thời gian 24h","D"
"Trường hợp giải quyết thông tin phản ánh của khách hàng qua mạng xã hội và báo đài: Sau khi hoàn tất việc giải quyết, TT.CSKH tổng hợp hồ sơ và báo cáo nội dung kết quả giải quyết qua email cho:","Đồng chí Phó Tổng Giám đốc Kinh doanh, Ban Truyền thông và Văn hóa doanh nghiệp, Ban Kinh doanh.","Ban Truyền thông","Ban Kinh doanh.","Ban Truyền thông và Ban Kinh doanh.","A"
"TT.CSKH có trách nhiệm xử lý thông tin khách hàng phản ánh trên ứng dụng iHanoi: Thực hiện tiếp nhận thông tin, định danh khách hàng phản ánh trên hệ thống quản trị ứng dụng iHanoi.","Thời gian thực hiện không quá 24 giờ làm việc kể từ khi tiếp nhận phản ánh kiến nghị","Thời gian thực hiện không quá 14 giờ làm việc kể từ khi tiếp nhận phản ánh kiến nghị","Thời gian thực hiện không quá 04 giờ làm việc kể từ khi tiếp nhận phản ánh kiến nghị","Thời gian thực hiện không quá 02 giờ làm việc kể từ khi tiếp nhận phản ánh kiến nghị","C"
"Tiếp nhận và xử lý nội dung yêu cầu của khách hàng qua E-mail evnhanoi@evnhanoi.vn. Trường hợp khách hàng không cung cấp đủ thông tin yêu cầu, TT.CSKH gửi E-mail khai thác bổ sung thông tin khách hàng. Sau thời gian bao lâu, nếu khách hàng không có phản hồi, Trung tâm thực hiện đơn phương kết thúc quá trình giao dịch và đóng phiếu trên hệ thống CRM","Sau 5 ngày","Sau 10 ngày","Sau 12 ngày","Sau 15 ngày","D"
"Sau khi kết thúc sự kiện Điều chỉnh phụ tải điện, Đơn vị thực hiện chương trình điều chỉnh phụ tải điện thông báo kết quả cho khách hàng trong vòng bao nhiêu ngày?","1 ngày","2 ngày","3 ngày","4 ngày","C"
"Trình tự các bước thực hiện sự kiện Điều chỉnh phụ tải điện tại các Công ty Điện lực?","Tính toán đường phụ tải cơ sở; Lựa chọn khách hàng; Thực hiện sự kiện điều chỉnh phụ tải điện; Kết thúc sự kiện điều chỉnh phụ tải điện; Xác nhận sự kiện trên DRMS","Tính toán đường phụ tải cơ sở; Thực hiện sự kiện điều chỉnh phụ tải điện; Kết thúc sự kiện điều chỉnh phụ tải điện; Xác nhận sự kiện trên DRMS","Xác nhận sự kiện trên DRMS; Lựa chọn khách hàng; Thực hiện sự kiện điều chỉnh phụ tải điện; Kết thúc sự kiện điều chỉnh phụ tải điện","Xác nhận sự kiện trên DRMS; Lựa chọn khách hàng; Tính toán đường phụ tải cơ sở; Thực hiện sự kiện điều chỉnh phụ tải điện; Kết thúc sự kiện điều chỉnh phụ tải điện","D"
"Khảo sát thực tế cơ sở khách hàng?","Đánh giá các thiết bị, hệ thống dây chuyền sản xuất có khả năng tiết giảm; Thống nhất hình thức liên lạc với khách hàng; Lập biên bản khảo sát","Đánh giá các thiết bị, hệ thống dây chuyền sản xuất có khả năng tiết giảm; Thống nhất hình thức liên lạc với khách hàng; Thống nhất danh mục phụ tải tham gia chương trình điều chỉnh phụ tải điện cùng khách hàng.","Đánh giá các thiết bị, hệ thống dây chuyền sản xuất có khả năng tiết giảm; Khảo sát hệ thống đo đếm; Thống nhất hình thức liên lạc với khách hàng","Đánh giá các thiết bị, hệ thống dây chuyền sản xuất có khả năng tiết giảm; Thống nhất danh mục phụ tải tham gia chương trình điều chỉnh phụ tải điện cùng khách hàng.","B"
"Khách hàng tham gia chương trình DR là các khách hàng như thế nào?","Khách hàng đã hoặc có khả năng tiêu thụ điện năng trung bình năm ≥ 1.000.000kWh/năm; Khách hàng sản xuất có sản lượng tiêu thụ điện năng trung bình năm ≥ 100.000kWh/năm. Khách hàng có tiềm năng điều chỉnh, tiết giảm phụ tải","Khách hàng đã hoặc có khả năng tiêu thụ điện năng trung bình năm ≤ 1.000.000kWh/năm. Khách hàng sản xuất có sản lượng tiêu thụ điện năng trung bình năm ≥ 100.000kWh/năm","Khách hàng có điện năng tiêu thụ trung bình năm ≥ 1.000.000kWh/năm; Khách hàng có tiềm năng điều chỉnh, tiết giảm phụ tải","Khách hàng đã hoặc có khả năng tiêu thụ điện năng trung bình năm ≥ 1.000.000kWh/năm; Khách hàng có tiềm năng điều chỉnh, tiết giảm phụ tải","D"
"Thời gian thông báo đường phụ tải cơ sở tới khách hàng tham gia sự kiện DR như thế nào?","Trước 03 ngày trước thời điểm thực hiện sự kiện","Trước 02 ngày trước thời điểm thực hiện sự kiện","Trước 01 ngày trước thời điểm thực hiện sự kiện","Tối thiểu trước 01 ngày thời điểm thực hiện sự kiện","A"
